name,RA,DEC,zlens
SDSSJ111945.18+441146.0,169.93825,44.19613,0.6979
SDSSJ112159.89+525327.3,170.49954,52.89093,0.4655
SDSS J112229.5+212416,170.62292,21.40444,0.38
SDSSJ112327.36+305352.6,170.86404,30.89796,0.4306
SDSSJ112429.08+583124.9,171.12121,58.5236,0.196
SDSSJ112708.12+652920.2,171.78383,65.48894,0.5358
SDSS J1131+3554,172.792,35.90528,0.49
SDSS J113843.7+120802,174.68208,12.13389,0.177
SDSS J113912.9+165435,174.80375,16.90972,0.579
SDSSJ114358.81+505552.1,175.99504,50.93116,0.5236
SDSS J1150+0650,177.62621,6.83864,0.301
SDSS J115120.6+645530,177.83583,64.925,0.561
SDSSJ115136.39+233812.8,177.90167,23.6369,0.6404
SDSSJ115422.81-025127.8,178.59504,-2.85773,0.5628
SDSSJ120047.44+423744.9,180.19771,42.62914,0.3335
SDSSJ120708.31+354719.6,181.78467,35.7888,0.5757
SDSSJ121559.87+043217.7,183.99946,4.53826,0.4847
SDSSJ122107.55+091612.1,185.28146,9.27005,0.4847
SDSSJ122113.28-022037.8,185.30533,-2.34383,0.4061
SDSS J122221.6+241909,185.59,24.31917,0.501
SDSSJ122440.53+222048.7,186.16888,22.34687,0.5051
SDSSJ123248.00+622451.6,188.20004,62.41436,0.5796
SDSSJ123516.83-014605.4,188.82017,-1.76818,0.539
SDSS J1240+4250,190.12492,42.83558,0.406
SDSSJ125424.73+235639.9,193.60308,23.94443,0.6689
SDSS J1258+4702,194.50871,47.04839,0.32
SDSSJ125820.55+451139.1,194.58567,45.19422,0.4582
SDSSJ125847.45+072004.2,194.69775,7.33452,0.47
SDSSJ125928.05+612722.1,194.86692,61.45615,0.4981
SDSSJ125941.63+024445.7,194.9235,2.74604,0.335
SDSSJ130222.99+045135.2,195.59583,4.8598,0.4993
SDSSJ132159.23+301023.4,200.49679,30.17319,0.4468
SDSSJ132530.49+032328.3,201.37708,3.39121,0.4799
SDSS J133314.4+184637,203.31,18.77694,0.315
SDSSJ134225.98+444856.1,205.60825,44.81559,0.6208
SDSSJ134403.20+364645.7,206.01337,36.77937,0.4582
SDSSJ134535.17+470306.6,206.39658,47.05185,0.526
SDSS J140115.1-075014,210.31292,-7.83722,0.508
SDSSJ140455.24+460020.4,211.23021,46.00568,0.4588
SDSS J1406+3945,211.63633,39.76283,0.427
SDSSJ142006.70+320348.3,215.02792,32.06342,0.7268
SDSS J142040.9+400454,215.17042,40.08167,0.634
SDSSJ142516.87+142856.5,216.32029,14.48236,0.371
SDSSJ143316.32+511222.0,218.31804,51.20614,0.5323
SDSSJ143719.80+335056.1,219.33254,33.84893,0.4725
SDSSJ144021.10+200416.9,220.08796,20.07137,0.5452
SDSS J144355.0+585302,220.97917,58.88389,0.156
SDSSJ144431.48+371139.7,221.13117,37.19437,0.4873
SDSS J144823.2+450021,222.09667,45.00583,0.554
SDSSJ150221.28-001425.6,225.58867,-0.24045,0.6272
SDSS J150236.6+292053 | J1502+2920,225.65134,29.34778,0.554 | nan
SDSSJ151017.06+193935.8,227.57108,19.65996,0.5222
SDSSJ1513+0525,228.44279,5.42739,0.49
SDSSJ151921.73+242649.7,229.84054,24.44716,0.4608
SDSSJ152926.41+401548.8,232.36004,40.26357,0.5308
SDSSJ153635.76+024211.9,234.149,2.70331,0.5169
SDSS J1537+3926,234.46758,39.43608,0.444
SDSSJ153808.49+063010.6,234.53542,6.50297,0.5296
SDSSJ154533.14+114438.4,236.38812,11.74401,0.5087
SDSS J155719.4+270416,239.33083,27.07111,0.068
SDSS J1557+2131,239.43683,21.53036,0.427
SDSS 1602+4038,240.60283,40.64725,0.387
SDSSJ160348.28+443842.4,240.95117,44.64512,0.4823
SDSSJ161514.04+094650.7,243.8085,9.78076,0.4643
SDSS J162028.2-010236,245.1175,-1.04333,0.37
SDSSJ162432.12+524049.6,246.13387,52.68047,0.3707
SDSS J163415.8+250843,248.56583,25.14528,0.221
SDSS J172535.3+654153,261.39708,65.69806,0.519
SDSSJ172646.46+270324.9,261.69358,27.05692,0.5633
SDSS J1747+5428,266.84067,54.47053,0.31
SDSS J195835.3+595058,299.64708,59.84944,0.231
SDSS J210415.89-062024.7,316.06608,-6.34014,1.117
SDSSJ212932.71+080751.9,322.38633,8.1311,0.4139
SDSS J213340.5-050055,323.41875,-5.01528,0.316
SDSSJ221952.65+104226.6,334.96937,10.70739,0.5029
SDSSJ222234.29+200711.6,335.64287,20.11989,0.6448
SDSSJ223301.06+100921.6,338.25446,10.15602,0.5684
SDSSJ223622.28+272332.8,339.09283,27.39245,0.5299
SDSSJ223843.98+151959.4,339.68325,15.33319,0.5717
SDSSJ224704.56+162549.5,341.769,16.43042,0.2927
SDSSJ224746.60-024237.9,341.94417,-2.71053,0.4176
SDSSJ230827.85+311814.9,347.11604,31.30416,0.4096
SDSSJ230917.33+072438.6,347.32225,7.41074,0.5606
SDSSJ232231.78+144340.7,350.63246,14.72798,0.4522
SDSSJ233240.44+150308.2,353.1685,15.05228,0.5096
SDSSJ234653.04-032113.7,356.721,-3.35381,0.6154
SDSS J234924.0+053835,357.35,5.64306,0.692
SDSS J235335.0+254257,358.39583,25.71583,0.521
SDSSJ235508.04-052826.7,358.78354,-5.4741,0.5572
SDSSJ1527+0314,231.94871,3.24225,0.222
SDSS J140110.4+565420 | SA90 | SL2SJ140110+565421,210.29346,56.90563,0.493 | 0.53 | 0.53
5813-56363-341 | SDSSJ091807.86+451856.7 | SDSSJ091807.86+451856.7,139.53277,45.31577,0.52 | 0.5238 | 0.5238
1.0 | SDSS J114833.14+193003.2 | SDSSJ114833.14+193003.2,177.13808,19.50088,0.444 | 0.4457 | 0.4457
41.0 | SDSS J1450+3908 | SDSSJ1450+3908,222.62771,39.13865,0.289 | 0.2893 | 0.2893
SDSS J153713.2+655621 | SDSS J1537+6556 | SDSSJ1537+6556,234.305,65.93913,0.251 | 0.2595 | 0.2595
